date	state	new_confirmed	new_deceased	new_recovered	new_tested	total_confirmed	total_deceased	total_recovered	total_tested
2020-06-08	OK	1211	11	614	29201	55039	2501	44594	1707258
2020-06-08	ME	222	2	298	9326	18991	701	14696	467883
2020-06-08	IA	1999	38	1597	33766	163423	4522	98556	1495265
2020-06-08	PA	3255	300	4879	65080	576872	43475	395754	3952804
2020-06-08	FL	12422	226	0	195777	499801	20078	0	9397897
2020-06-08	CA	21375	441	0	436992	1027427	34839	0	18681519
2020-06-08	NH	266	34	649	13321	36732	2176	25932	646844
2020-06-08	WI	4369	53	2595	72288	170533	4835	110339	2811228
2020-06-08	DC	344	25	12	9974	67873	3568	8027	439971
2020-06-08	GU	6	0	6	1029	8066	42	1168	59009
2020-06-08	GA	5510	281	0	81121	372324	16547	0	4155303
2020-06-08	AL	5347	56	2113	42683	166454	5317	92443	1999388
2020-06-08	NV	1501	24	114	36431	74937	3209	4168	1395538
2020-06-08	NC	8676	115	5566	118366	289267	7837	171137	4135034
2020-06-08	NY	5128	406	1164	435314	2705602	213442	478633	19602489
2020-06-08	MD	3629	171	327	49605	428658	20242	31072	2800364
2020-06-08	VI	2	0	2	181	506	42	447	16163
2020-06-08	OH	2739	169	0	80350	282737	17560	0	3670861
2020-06-08	KY	1162	37	57	42994	86520	3608	23732	1981561
2020-06-08	AS	0	0	0	0	0	0	0	1218
2020-06-08	VT	55	0	17	9759	7790	385	6345	339285
2020-06-08	MT	61	1	35	9345	4049	128	3478	398447
2020-06-08	WV	161	4	117	18348	15724	607	10755	868156
2020-06-08	AR	3177	27	1928	43551	80324	1211	53018	1287929
2020-06-08	KS	792	9	51	17453	77811	1698	4616	891411
2020-06-08	TN	3728	60	2499	117215	204963	3177	134635	4022051
2020-06-08	MP	2	0	0	927	210	14	133	54663
2020-06-08	MS	2031	58	1967	22291	132829	6139	95459	1508916
2020-06-08	AZ	9244	152	823	57176	230800	8049	42579	2236960
2020-06-08	ID	275	6	376	6939	23429	607	18825	426894
2020-06-15	NJ	2312	219	703	151316	1179123	89753	204438	8376939
2020-06-15	IL	4368	346	0	169530	957584	47433	0	9164842
2020-06-15	MS	2488	83	1919	22746	147168	6603	109180	1693301
2020-06-15	UT	3278	15	1483	26374	115916	1072	63833	2013019
2020-06-15	CO	1405	46	132	33687	210690	11474	29893	1870712
2020-06-15	SC	6320	57	2108	48323	158910	4440	72362	2012052
2020-06-15	NV	2259	24	17	27631	88002	3357	4530	1639959
2020-06-15	PR	674	2	0	674	43812	1033	0	836772
2020-06-15	AR	3166	45	2441	52201	102142	1483	67393	1630278
2020-06-15	OK	2316	10	1020	31654	67893	2566	50539	1918428
2020-06-15	VA	3579	68	433	79163	398039	11179	52742	3631473
2020-06-15	VI	3	0	0	210	522	42	448	17564
2020-06-15	HI	80	0	22	7237	5384	119	4483	458694
2020-06-15	MA	1520	227	2679	62832	746315	54522	634470	5266080
2020-06-15	ME	161	1	220	10033	20312	713	16311	539144
2020-06-15	MT	125	2	38	10368	4714	140	3808	475576
2020-06-15	NH	213	19	234	9989	38356	2341	29080	724982
2020-06-15	WA	2866	54	0	31369	203633	8783	0	3278598
2020-06-15	KS	1060	14	46	18051	84476	1775	4935	1019170
2020-06-15	WI	2319	48	2706	65500	188281	5143	128649	3287736
2020-06-15	RI	366	52	80	8348	114116	6211	10569	983218
2020-06-15	AZ	17762	150	1119	84533	328733	9140	49358	2747289
2020-06-15	DE	379	14	287	11539	75220	3344	44619	646377
2020-06-15	VT	33	1	14	6050	8008	390	6432	390665
2020-06-15	NE	1097	29	1655	18753	122737	1724	77360	1037162
2020-06-15	NY	4538	289	859	460889	2739121	215645	485365	22776731
2020-06-15	MD	2549	127	209	53617	449228	21216	32794	3177881
2020-06-15	WY	151	2	97	-5214	8126	134	6209	224202
2020-06-15	GA	7200	150	0	77530	415543	18001	0	4719672
2020-06-15	OR	1284	12	192	30492	46070	1310	17577	1350275
2020-06-15	AL	4182	67	2466	46436	201456	5725	109352	2303317
2020-06-15	GU	36	0	4	1646	8216	42	1201	67957
2020-06-15	DC	276	17	27	15176	69858	3716	8174	537857
2020-06-15	AK	100	0	74	17235	5159	98	3203	609441
2020-06-15	ND	215	6	269	9677	22598	566	19869	649442
2020-06-15	WV	249	2	96	19251	17217	619	11646	1019073
2020-06-15	KY	1210	25	118	26181	94901	3783	24491	2169983
2020-06-15	NM	849	29	570	29766	72100	3223	31047	1967010
2020-06-15	CT	547	59	231	42008	319027	29667	54432	2712466
2020-06-15	IN	2287	120	2995	63087	299437	17558	213850	2745174
2020-06-15	MP	0	0	0	0	210	14	133	57183
2020-06-15	TX	24297	209	10101	248848	726914	14875	456975	10337170
2020-06-15	MO	2021	85	0	37433	124789	6693	0	2117065
2020-06-15	SD	398	6	476	6934	43131	557	36870	496006
2020-06-15	LA	3068	99	2775	99339	344436	21583	261894	4047760
2020-06-15	FL	22891	235	0	187682	629751	21647	0	10778532
2020-06-15	TN	4310	48	3505	70127	234139	3552	155944	4658720
2020-06-15	CA	28958	441	0	543504	1198771	37842	0	22131329
2020-06-15	MI	1842	76	4326	93980	471178	42501	327726	6135610
2020-06-15	NC	8583	94	7702	118866	350021	8549	212235	4959295
2020-06-15	IA	2107	26	1615	31244	177051	4766	110005	1719340
2020-06-15	PA	2979	168	5556	74818	596900	44990	432251	4450529
2020-06-15	OH	3961	131	0	102433	305892	18609	0	4301543
2020-06-15	AS	0	0	0	0	0	0	0	1218
2020-06-15	MN	2535	81	2456	90215	224721	9702	195618	3323306
2020-06-15	ID	795	1	468	9988	27090	628	21692	487120
2020-06-22	TX	38130	211	12145	271992	960932	16251	533947	12173448
2020-06-22	SC	8943	61	2666	65425	213770	4890	90775	2375759
2020-06-22	IN	2661	71	2609	57603	316423	18187	232744	3166472
2020-06-22	IL	5270	226	0	192946	991592	49290	0	10425105
2020-06-22	AZ	19835	244	1598	81633	467292	10670	58974	3349791
2020-06-22	AR	4174	38	3273	46197	130240	1754	87162	1968841
2020-06-22	SD	390	10	381	6128	45809	615	39582	538382
2020-06-22	MA	1558	222	1753	62224	756835	55995	648593	5706678
2020-06-22	WA	3593	44	0	59505	227073	9128	0	3540229
2020-06-22	ID	1503	1	593	13377	35712	637	25834	573654
2020-06-22	TN	6133	60	3395	77101	270483	3949	179074	5167616
2020-06-22	IA	2657	25	1611	42213	194176	4912	120705	1981871
2020-06-22	KS	1992	16	72	21712	95056	1869	5347	1158725
2020-06-22	LA	6837	82	2433	86573	381128	22228	280977	4701869
2020-06-22	KY	1584	35	405	39409	105145	4000	26145	2431318
2020-06-22	CA	39375	418	0	650006	1447771	40865	0	26435441
2020-06-22	NH	202	28	160	9436	39702	2513	30562	794438
2020-06-22	AL	6721	88	2892	44183	238249	6325	129170	2624177
2020-06-22	OR	1394	15	112	28505	55359	1405	18504	1548832
2020-06-22	MO	3015	46	0	50032	143180	7089	0	2418533
2020-06-22	CT	580	57	211	62541	322736	30116	55949	3010223
2020-06-22	OK	2439	16	1939	43535	85585	2649	61495	2186898
2020-06-22	MP	0	0	0	48	210	14	133	57519
2020-06-22	WV	298	3	515	18451	19125	647	13710	1132855
2020-06-22	MD	2635	101	203	54588	466866	21971	34274	3541950
2020-06-22	OH	5509	114	0	114781	339985	19479	0	5048292
2020-06-22	GA	12111	132	0	115091	486887	18942	0	5423315
2020-06-22	MS	4281	81	2146	30273	173902	7171	122840	1894443
2020-06-22	AK	162	2	34	18079	6010	108	3608	734739
2020-06-22	NY	4427	209	725	410814	2771071	217460	489895	25787648
2020-06-22	MT	185	1	61	17438	5775	151	4115	559946
2020-06-22	VT	45	0	23	6386	8347	392	6577	433067
2020-06-22	NV	4396	15	36	28952	110346	3484	4747	1818748
2020-06-22	NC	9844	91	8617	128960	414448	9208	267064	5826457
2020-06-22	DC	233	14	88	14993	71555	3830	8413	634085
2020-06-22	VI	8	0	7	265	566	42	472	19486
2020-06-22	NM	1288	24	580	37617	79838	3406	35311	2197579
2020-06-22	ND	229	5	211	8238	24047	607	21627	708707
2020-06-22	FL	46124	274	0	295454	869400	23461	0	12434376
2020-06-22	WY	220	0	139	4464	9489	140	7129	216333
2020-06-22	NJ	3711	2097	641	136585	1203003	100645	208961	9409745
2020-06-22	NE	1107	18	1546	18764	129920	1876	87565	1164783
2020-06-22	DE	695	8	206	13356	78877	3416	46454	732674
2020-06-22	GU	33	0	6	2510	8483	42	1238	82442
2020-06-22	MN	2637	54	2160	79818	242656	10126	211403	3896941
2020-06-22	UT	3783	10	2342	34593	140839	1158	77924	2221792
2020-06-22	AS	0	0	0	522	0	0	0	3828
2020-06-22	CO	1806	31	131	36793	222050	11706	30847	2118211
2020-06-22	RI	305	43	73	9237	116526	6465	11150	1046823
2020-06-22	WI	3254	35	2674	63869	207815	5435	147480	3745104
2020-06-22	HI	80	1	68	8444	5937	122	4862	511753
2020-06-22	PR	686	4	0	80092	48809	1058	0	921175
2020-06-22	ME	248	3	214	12519	21747	724	17753	623299
2020-06-22	MI	2212	64	1809	111358	485916	42989	350457	6864893
2020-06-22	PA	3887	188	2965	85041	621976	46276	459716	5009345
2020-06-22	VA	3724	120	360	78212	424196	11877	55172	4229051
2020-06-29	WA	4481	49	0	78263	254921	9454	0	4082405
2020-06-29	WY	225	0	102	3471	11048	140	8022	243842
2020-06-29	DC	242	10	304	13082	73203	3900	10605	732481
2020-06-29	ME	204	4	164	16027	23483	745	19056	719886
2020-06-29	NC	11246	83	9780	165541	490590	9818	328546	6929664
2020-06-29	PR	1335	2	0	1335	54581	1078	0	1403383
2020-06-29	NV	4959	32	53	38464	145601	3678	5053	2060484
2020-06-29	AK	243	1	23	19235	7636	119	3768	860536
2020-06-29	ID	2452	3	-1012	20120	49677	653	24075	685971
2020-06-29	VI	32	0	8	373	731	42	527	21675
2020-06-29	IN	3190	74	2440	50073	336899	18712	250171	3535502
2020-06-29	UT	3835	22	2243	41937	168139	1257	93991	2500999
2020-06-29	VT	43	0	73	5360	8619	392	6869	477566
2020-06-29	NM	1525	22	596	44006	89545	3552	39337	2499314
2020-06-29	FL	60106	331	0	320969	1255685	25560	0	14631622
2020-06-29	MA	1369	103	0	57130	766940	56969	652099	6127483
2020-06-29	ND	310	1	187	7891	26077	622	22868	770755
2020-06-29	HI	128	1	58	7903	6694	130	5232	571568
2020-06-29	AR	3996	27	3768	42432	157947	1972	112842	2304039
2020-06-29	IL	5543	135	0	211013	1030211	50440	0	11892636
2020-06-29	WI	4215	19	3025	65765	234782	5605	167878	4216633
2020-06-29	NJ	2341	237	566	145225	1221727	106013	213314	10407122
2020-06-29	NE	988	13	1319	16468	137470	1986	98294	1294817
2020-06-29	RI	227	14	30	8645	118571	6705	11541	1105609
2020-06-29	DE	875	4	113	17827	84680	3455	46942	847024
2020-06-29	TX	47546	252	22447	352005	1275143	17905	658721	14501939
2020-06-29	AZ	26940	234	2657	106418	637224	12421	73841	4032883
2020-06-29	MT	330	1	69	14183	7822	158	4684	678825
2020-06-29	CO	1821	22	144	36090	234968	11899	31774	2377031
2020-06-29	LA	9246	97	801	109008	438721	22854	300381	5432356
2020-06-29	IA	2890	13	7270	34617	214203	5041	169614	2249922
2020-06-29	MN	2710	41	2682	86738	262439	10478	227720	4496902
2020-06-29	GU	46	0	0	2635	8756	42	1253	101038
2020-06-29	SD	389	6	245	4846	48657	669	42024	578101
2020-06-29	NH	154	15	249	6937	40945	2638	31775	852694
2020-06-29	OR	1904	11	146	32588	67288	1500	19326	1773728
2020-06-29	MI	3047	60	1742	129988	505420	43503	362919	7736654
2020-06-29	CT	614	18	157	63691	326859	30315	57156	3523474
2020-06-29	MO	3102	42	0	59339	164820	7394	0	2823539
2020-06-29	OK	3190	14	2845	38958	105408	2764	79900	2499116
2020-06-29	PA	4634	135	3367	80435	652723	47335	483749	5608255
2020-06-29	AL	7703	78	3216	61802	290676	6934	148142	3018033
2020-06-29	KY	1807	37	846	38901	115940	4235	31794	2721101
2020-06-29	WV	573	2	322	19326	22044	656	16673	1259390
2020-06-29	CA	53874	473	0	731661	1791045	43979	0	31234731
2020-06-29	MS	4689	55	2779	31166	206433	7682	138495	2114120
2020-06-29	KS	2514	12	65	25494	110548	1980	5847	1319973
2020-06-29	NY	4654	768	605	425218	2802561	222883	495454	28728486
2020-06-29	SC	11736	107	3538	70552	290164	5542	114389	2872236
2020-06-29	TN	10121	61	4058	127412	332339	4352	205728	5991344
2020-06-29	GA	16199	90	0	135836	592519	19596	0	6307869
2020-06-29	MD	2660	71	50	58048	485269	22555	35102	3936133
2020-06-29	OH	6910	109	1826	107030	385367	20290	199586	5799941
2020-06-29	MP	1	0	0	1	214	14	133	57523
2020-06-29	AS	0	0	0	0	0	0	0	4872
2020-06-29	VA	3913	113	786	78698	451077	12765	59752	4792062
2020-07-06	WV	871	2	307	19244	27724	669	19051	1401238
2020-07-06	UT	4629	26	3280	42493	198113	1450	113792	2790061
2020-07-06	VA	5540	115	521	99150	483128	13577	64089	5395322
2020-07-06	VT	50	0	74	6228	8939	392	7459	517180
2020-07-06	WI	5285	23	3428	75689	267731	5766	191081	4698366
2020-07-06	WY	228	1	200	4612	12619	147	9310	274313
2020-07-06	WA	5021	69	0	73299	287228	9919	0	4593119
2020-07-06	VI	101	0	17	1065	1190	42	608	26352
2020-07-06	MP	2	0	0	2549	223	14	133	72812
2020-07-06	LA	13500	127	3308	139781	520552	23635	321030	6311591
2020-07-06	AS	0	0	0	120	0	0	0	5592
2020-07-06	DC	377	7	200	23539	75564	3972	11974	866165
2020-07-06	OK	4383	25	3383	55631	133460	2904	101727	2857539
2020-07-06	KY	2663	35	559	41543	133095	4503	35938	3000453
2020-07-06	NC	12820	123	11806	168640	573223	10505	399032	8036514
2020-07-06	OH	8897	137	4381	143339	439931	21157	303053	6701864
2020-07-06	FL	75988	499	0	406113	1721147	28550	0	17070621
2020-07-06	CT	534	33	141	61467	330721	30444	58175	3940494
2020-07-06	NY	4624	164	603	436751	2834840	223985	499611	31765763
2020-07-06	AZ	22375	418	3418	84585	809986	14693	96734	4674727
2020-07-06	NV	5667	59	47	41712	182496	4041	5337	2347450
2020-07-06	MI	3951	99	1026	154064	530578	44042	372965	8730576
2020-07-06	ND	588	2	303	10296	29141	629	24576	834849
2020-07-06	NM	1784	33	462	43303	101636	3754	42831	2783742
2020-07-06	MA	1690	132	1190	66726	777769	57985	659239	6557089
2020-07-06	CA	58337	634	0	751012	2183003	48172	0	36373375
2020-07-06	DE	627	6	361	13081	89609	3493	48777	944580
2020-07-06	NJ	2002	331	532	151176	1236132	108241	217113	11407829
2020-07-06	MD	3627	79	201	64596	507870	23086	36060	4355755
2020-07-06	CO	2987	24	177	43710	252585	12026	32922	2650884
2020-07-06	NH	154	9	343	9631	41994	2720	34049	917627
2020-07-06	OR	2098	22	248	32991	80806	1632	20852	2006085
2020-07-06	ME	135	5	221	14412	24502	782	20478	824174
2020-07-06	MN	4204	31	3292	89296	286541	10717	249707	5075618
2020-07-06	MT	659	9	197	15769	11100	189	5730	779406
2020-07-06	HI	210	2	113	10112	7984	135	5838	633840
2020-07-06	AK	392	1	72	18057	9770	125	4115	996003
2020-07-06	TX	63756	580	32637	377393	1675039	20998	860028	17022892
2020-07-06	MS	5423	136	3765	28727	241701	8494	158934	2300049
2020-07-06	GU	11	0	23	1793	8948	42	1396	116749
2020-07-06	TN	12106	92	5976	149343	406856	4945	241198	6918537
2020-07-06	IA	3867	30	1543	41254	238153	5216	182801	2522046
2020-07-06	SD	419	12	480	7075	51619	731	44744	619035
2020-07-06	AL	10667	117	3701	64509	353508	7622	173079	3425506
2020-07-06	KS	3183	13	61	28956	130337	2064	6252	1503695
2020-07-06	ID	3309	8	293	20667	70343	700	21198	827312
2020-07-06	MO	4931	58	0	69032	194873	7725	0	3243173
2020-07-06	RI	496	24	34	11529	121024	6826	11790	1164885
2020-07-06	IL	6860	148	0	230164	1072932	51439	0	13390867
2020-07-06	PR	1425	12	0	64505	64488	1135	0	1728690
2020-07-06	AR	4686	31	4272	38006	187783	2191	141532	2569025
2020-07-06	GA	20922	143	0	149014	719435	20385	0	7301887
2020-07-06	PA	5191	157	3284	98150	688435	48373	505166	6263372
2020-07-06	IN	3767	64	2126	43817	361141	19214	266354	3851988
2020-07-06	SC	11788	145	3963	67244	368886	6448	141369	3325830
2020-07-06	NE	1392	12	1219	19919	145827	2056	107006	1410586
2020-07-13	MI	5132	53	1295	193362	563660	44485	380954	9969691
2020-07-13	MO	6263	38	0	76135	234247	8053	0	3772114
2020-07-13	CT	545	35	115	70816	334650	30735	59032	4429868
2020-07-13	DC	481	12	158	21795	78438	4037	13119	1019964
2020-07-13	MN	4337	43	3543	98421	315331	10989	272839	5749394
2020-07-13	TX	66945	785	41452	444894	2129361	25893	1130190	19912552
2020-07-13	MD	5127	57	114	97322	539312	23508	37080	4956952
2020-07-13	MA	1962	103	1043	85138	790498	58773	666687	7101847
2020-07-13	DE	701	4	223	16636	94427	3527	51090	1054970
2020-07-13	LA	15067	149	6954	149498	617130	24524	366062	7261900
2020-07-13	WA	6411	82	0	123334	329194	10483	0	5282350
2020-07-13	KY	3851	38	1532	52269	155957	4768	43710	3342888
2020-07-13	FL	77959	795	0	412928	2284409	33354	0	20118423
2020-07-13	KS	3279	17	96	30356	153217	2173	6781	1719513
2020-07-13	IN	5280	63	2408	65251	393889	19625	282160	4242186
2020-07-13	IL	8264	102	0	266158	1126359	52262	0	15154061
2020-07-13	GA	20851	141	0	165814	869764	21468	0	8423823
2020-07-13	ID	3849	21	970	20756	96474	810	25776	977959
2020-07-13	IA	3712	43	1360	41828	264265	5483	192880	2804388
2020-07-13	HI	149	2	153	10786	9178	154	6814	707804
2020-07-13	ME	153	3	151	15260	25422	808	21792	928901
2020-07-13	WY	284	3	280	4175	14452	164	10976	302592
2020-07-13	NC	13536	129	11583	203402	670476	11425	481451	9394109
2020-07-13	MS	7209	108	4383	46560	285108	9261	185907	2587771
2020-07-13	MP	4	0	10	325	257	14	193	75292
2020-07-13	OH	9315	125	6666	157161	505109	21854	344443	7794551
2020-07-13	AS	0	0	0	221	0	0	0	6817
2020-07-13	OK	4688	28	3935	55326	167886	3097	129264	3238259
2020-07-13	OR	2396	24	244	39332	97070	1789	22444	2266810
2020-07-13	AR	4988	40	4291	49842	222594	2437	171803	2859525
2020-07-13	VA	6733	63	777	106395	528012	14072	68577	6134239
2020-07-13	NV	8208	54	78	42228	232889	4442	5853	2640201
2020-07-13	PA	6120	121	3059	108439	727724	49298	529036	6978982
2020-07-13	RI	417	11	47	10382	124222	6925	11999	1249149
2020-07-13	AL	13346	167	3953	74184	441637	8734	204199	3938178
2020-07-13	SC	13277	192	1596	81215	461820	7611	164351	3864498
2020-07-13	SD	419	9	453	7276	54418	803	47646	669704
2020-07-13	TN	14329	100	8978	161206	503468	5621	296112	8030046
2020-07-13	AK	461	1	92	29150	12676	132	4828	1180123
2020-07-13	UT	4244	33	3776	51069	228555	1666	138620	3132401
2020-07-13	PR	2451	13	0	2451	78173	1225	0	1868535
2020-07-13	AZ	21403	545	3264	91097	963139	18182	120029	5323632
2020-07-13	NY	5072	128	586	439930	2870869	225044	503765	34903659
2020-07-13	VI	91	0	39	2676	1940	42	857	41557
2020-07-13	VT	59	0	43	7287	9330	392	7836	561202
2020-07-13	CO	3346	31	189	42804	274869	12248	34285	2964400
2020-07-13	MT	732	7	459	20347	16479	253	7245	907478
2020-07-13	WV	829	3	641	26755	33510	694	22510	1565121
2020-07-13	GU	7	0	33	1229	8985	42	1530	126704
2020-07-13	NM	1924	30	442	50858	114871	3953	46020	3116911
2020-07-13	NE	1403	15	1252	23237	156264	2145	115633	1583851
2020-07-13	ND	684	6	566	12100	33598	658	27523	910475
2020-07-13	WI	6151	27	4460	84008	309354	5910	218773	5272664
2020-07-13	NH	181	7	224	8512	43148	2768	36160	981737
2020-07-13	CA	63989	678	0	869956	2616622	52863	0	42296229
2020-07-13	NJ	1468	155	187	102489	1249596	109685	219771	12367871
2020-07-20	CO	3198	36	164	37575	212253	8910	25433	2324733
2020-07-20	DE	480	3	599	11657	70395	2542	39011	822826
2020-07-20	CT	721	7	50	50276	242103	22048	42480	3451275
2020-07-20	AK	490	1	103	28638	11428	97	3892	987744
2020-07-20	AZ	14735	493	2048	64086	768865	15405	98630	4138786
2020-07-20	FL	54117	705	0	284730	1956104	27494	0	16091605
2020-07-20	AR	4054	36	3430	28648	181390	1933	143791	2249269
2020-07-20	AL	9239	165	2774	47823	370518	6958	157002	3099991
2020-07-20	WV	679	3	649	21934	27726	512	19212	1243872
2020-07-20	DC	353	1	7675	15887	58246	2904	32786	827460
2020-07-20	CA	53132	664	0	633034	2162492	40864	0	33942886
2020-07-20	GA	18474	308	0	134059	717836	16527	0	6739357
2020-07-20	AS	0	0	0	0	0	0	0	5185
2020-07-20	ME	79	2	122	14151	18730	591	16186	738929
2020-07-20	GU	18	0	9	1461	6508	30	1209	96804
2020-07-20	NH	166	11	187	8912	31665	2023	26726	739321
2020-07-20	NJ	1841	61	613	85283	899645	78715	159618	9294323
2020-07-20	VI	44	1	101	1301	1690	34	930	38889
2020-07-20	NM	1573	29	392	35962	90771	2983	34870	2449524
2020-07-20	NV	5188	83	127	35100	199458	3549	4754	2069658
2020-07-20	NY	3877	92	403	351499	2071963	161289	362338	26859115
2020-07-20	OH	7016	108	5871	111910	401073	16304	277759	6228094
2020-07-20	OK	4648	44	4303	89601	140793	2392	112030	2605907
2020-07-20	OR	1585	22	203	33966	79122	1394	17353	1797125
2020-07-20	VA	5234	44	693	89983	406974	10295	52421	4869317
2020-07-20	PA	4623	91	3188	83417	546343	35690	392034	5441135
2020-07-20	PR	2079	21	0	52285	67958	945	0	1497406
2020-07-20	RI	320	7	31	6403	90644	4998	8787	941215
2020-07-20	SC	8563	301	6825	50174	383600	6690	139942	3094189
2020-07-20	SD	362	4	311	7259	40744	602	36022	512842
2020-07-20	TN	10515	115	7834	117207	421976	4533	256052	6453033
2020-07-20	UT	3097	29	2886	30735	181630	1343	115762	2436477
2020-07-20	NE	1565	9	887	17709	119080	1589	87869	1228314
2020-07-20	ND	610	6	452	8282	27437	505	22417	704343
2020-07-20	NC	10080	125	0	155154	536191	8755	393535	7603831
2020-07-20	MT	620	7	643	11973	14878	217	8415	730953
2020-07-20	HI	226	2	105	6834	7400	122	5527	547859
2020-07-20	IA	2543	28	1453	27719	204045	4094	144612	2173291
2020-07-20	ID	2540	27	1102	15552	84487	703	23844	785501
2020-07-20	IL	7117	93	0	191681	843487	37801	0	11954789
2020-07-20	IN	4423	70	2213	54614	305660	14368	211848	3334524
2020-07-20	KS	1920	15	61	16436	123367	1632	5270	1354837
2020-07-20	KY	3417	23	545	47429	129658	3533	35790	2627622
2020-07-20	WA	3935	71	0	74643	261606	7796	0	4277435
2020-07-20	WI	4981	45	4157	76322	249051	4416	177706	4146963
2020-07-20	LA	8844	143	8168	96802	505613	18394	299112	5850183
2020-07-20	MD	4366	51	90	76047	408188	17071	27116	3965917
2020-07-20	TX	45504	865	43639	262468	1800154	22622	1019396	16112819
2020-07-20	MI	3179	25	0	107857	422563	31977	275810	7905004
2020-07-20	MN	3184	26	2883	73286	244118	7998	212776	4534297
2020-07-20	MO	6266	60	0	47809	199159	6028	0	3005400
2020-07-20	MP	3	0	0	247	192	10	145	57853
2020-07-20	VT	36	0	43	4948	6890	280	5815	433779
2020-07-20	MS	7208	122	0	31911	241408	7191	151575	2035606
2020-07-20	MA	1479	77	1062	59602	573253	42410	481198	5396440
2020-07-20	WY	259	1	214	4155	11724	125	8956	233046
